1; Draft.Scratch_smt_check_7_2039; 2026-04-10 13:50:28.674;
bind: 296000,239000,301000,247000,
cong: 95000,87000,195000,93000,
trans: 237000,235000,
or_pos: 285000,
implies: 205000,
parsing: 1497000,
subproof: 1499000,
equiv_pos2: 138000,136000,206000,
reordering: 262000,
resolution: 244000,318000,257000,321000,343000,373000,253000,327000,
contraction: 305000,
forall_inst: 795000,
implies_neg1: 266000,
implies_neg2: 256000,
__local_input: 134000,
__normalized_input: 575000,634000,631000,
rare_rewrite_eq-symm: 153000,152000,149000,
rare_rewrite_bool-impl-elim: 6352000,6385000,

