1; Draft.Scratch_smt_check_7_14056; 2026-04-10 13:50:19.626;
bind: 262000,268000,236000,240000,
cong: 114000,64000,61000,60000,94000,52000,60000,81000,
refl: 34000,22000,
symm: 113000,
trans: 287000,238000,
or_pos: 341000,
parsing: 4300000,
equiv_pos1: 50000,
equiv_pos2: 128000,48000,128000,37000,51000,
reordering: 288000,271000,368000,
resolution: 235000,268000,339000,226000,215000,257000,217000,259000,281000,253000,
forall_inst: 788000,782000,810000,
__normalized_input: 4579000,2635000,2414000,2335000,2369000,2317000,2567000,
rare_rewrite_eq-symm: 150000,245000,
rare_rewrite_bool-impl-elim: 6425000,

