1; Draft.Scratch_smt_check_7_31553; 2026-04-10 13:50:54.668;
bind: 390000,1273000,672000,693000,195000,
cong: 523000,160000,313000,242000,144000,169000,180000,104000,93000,
refl: 108000,63000,57000,
trans: 985000,253000,507000,371000,411000,290000,287000,287000,271000,
equiv1: 193000,
or_pos: 419000,
implies: 222000,
parsing: 6767000,
aci_simp: 1399000,1227000,1052000,1230000,
subproof: 1155000,
equiv_pos2: 151000,83000,436000,85000,
reordering: 656000,
resolution: 409000,486000,725000,1169000,821000,615000,234000,340000,343000,233000,368000,
contraction: 303000,
forall_inst: 1166000,793000,
implies_neg1: 268000,
implies_neg2: 278000,
__local_input: 181000,
__normalized_input: 3130000,2487000,1819000,1419000,1143000,538000,709000,
rare_rewrite_eq-symm: 325000,169000,230000,168000,
rare_rewrite_bool-impl-elim: 6836000,
rare_rewrite_bool-and-de-morgan: 6633000,6416000,6675000,
rare_rewrite_bool-double-not-elim: 234000,

