1; Draft.Scratch_smt_check_7_15599; 2026-04-10 13:51:14.173;
bind: 256000,273000,276000,282000,
cong: 87000,93000,165000,153000,94000,86000,96000,202000,
refl: 41000,
trans: 166000,224000,207000,170000,179000,
or_pos: 261000,
implies: 252000,
parsing: 1545000,
subproof: 1625000,
poly_simp: 2434000,2026000,2348000,2960000,
equiv_pos1: 55000,
equiv_pos2: 111000,39000,124000,114000,211000,
reordering: 308000,279000,295000,
resolution: 222000,324000,271000,195000,233000,253000,272000,353000,361000,379000,369000,228000,416000,
contraction: 314000,
forall_inst: 1021000,1009000,1195000,
implies_neg1: 286000,
implies_neg2: 255000,
__local_input: 539000,
poly_simp_rel: 1169000,1022000,1348000,1139000,
__normalized_input: 4215000,1460000,979000,751000,833000,
rare_rewrite_eq-symm: 190000,
rare_rewrite_arith-elim-lt: 9024000,7832000,7298000,
rare_rewrite_bool-impl-elim: 8707000,
rare_rewrite_bool-double-not-elim: 192000,

