1; Draft.Scratch_smt_check_7_18007; 2026-04-10 13:44:36.930;
bind: 228000,265000,360000,227000,383000,
cong: 141000,148000,168000,188000,255000,676000,572000,
refl: 34000,39000,50000,
trans: 147000,171000,159000,175000,275000,295000,
or_pos: 297000,323000,415000,270000,291000,307000,446000,516000,700000,
and_neg: 183000,205000,343000,371000,
and_pos: 300000,136000,219000,203000,195000,244000,270000,177000,298000,132000,223000,201000,191000,132000,529000,340000,
implies: 650000,
parsing: 52896000,
aci_simp: 1031000,1007000,2002000,
subproof: 3288000,
equiv_pos1: 120000,135000,233000,285000,
equiv_pos2: 150000,90000,137000,185000,131000,189000,132000,89000,509000,383000,282000,280000,941000,
reordering: 428000,192000,467000,329000,280000,274000,347000,214000,602000,385000,488000,250000,317000,438000,404000,351000,510000,458000,657000,423000,235000,506000,466000,336000,306000,482000,272000,337000,200000,476000,1318000,725000,980000,507000,594000,871000,728000,693000,1050000,943000,1380000,
resolution: 274000,260000,347000,205000,251000,215000,200000,245000,206000,226000,312000,150000,189000,227000,188000,186000,230000,196000,227000,314000,159000,132000,188000,206000,175000,150000,219000,263000,220000,209000,287000,203000,273000,290000,200000,198000,241000,211000,226000,312000,148000,186000,226000,173000,235000,242000,172000,187000,225000,199000,220000,302000,271000,166000,139000,187000,199000,150000,230000,251000,191000,145000,217000,245000,168000,272000,288000,356000,345000,733000,967000,1046000,611000,438000,
contraction: 1050000,
forall_inst: 803000,891000,825000,746000,850000,851000,821000,907000,935000,720000,795000,839000,820000,846000,644000,755000,831000,852000,754000,860000,720000,949000,1867000,1331000,1729000,
implies_neg1: 885000,
implies_neg2: 1075000,
__local_input: 110000,
__normalized_input: 2732000,2334000,1516000,1404000,985000,1048000,
rare_rewrite_eq-symm: 326000,
rare_rewrite_bool-impl-elim: 6020000,5960000,20552000,11615000,
rare_rewrite_bool-and-de-morgan: 5737000,5813000,11433000,

