1; Draft.Scratch_smt_check_7_31726; 2026-04-10 13:44:36.738;
bind: 456000,413000,327000,350000,
cong: 104000,139000,143000,195000,235000,215000,220000,
refl: 46000,
symm: 155000,178000,
false: 20000,
trans: 167000,339000,247000,
choice: 73000,
equiv2: 159000,188000,
or_neg: 238000,266000,224000,263000,261000,219000,
or_pos: 296000,348000,
not_not: 177000,
parsing: 16625000,
aci_simp: 1816000,
evaluate: 312000,
equiv_pos2: 310000,214000,222000,235000,213000,231000,63000,
reordering: 379000,344000,461000,409000,
resolution: 210000,234000,219000,278000,335000,398000,443000,283000,360000,394000,239000,383000,479000,225000,298000,462000,442000,389000,486000,
sko_forall: 1929000,
contraction: 393000,401000,
forall_inst: 1288000,1257000,
equiv_simplify: 307000,291000,
__normalized_input: 8256000,5068000,827000,1053000,
rare_rewrite_eq-symm: 139000,
rare_rewrite_bool-impl-elim: 11365000,11439000,14137000,
rare_rewrite_bool-double-not-elim: 168000,196000,

