1; Draft.Scratch_smt_check_7_14819; 2026-04-10 13:44:05.291;
bind: 346000,307000,496000,617000,
cong: 154000,313000,236000,
refl: 48000,134000,79000,
trans: 168000,185000,224000,12532000,327000,332000,
or_pos: 554000,461000,766000,
implies: 770000,
parsing: 33862000,
aci_simp: 1046000,2129000,2040000,
subproof: 3638000,
equiv_pos2: 298000,388000,365000,508000,
reordering: 778000,751000,1459000,
resolution: 275000,296000,365000,224000,298000,334000,318000,435000,674000,1162000,1232000,651000,480000,
contraction: 835000,1295000,
forall_inst: 1641000,1482000,1885000,
implies_neg1: 1004000,
implies_neg2: 1296000,
__local_input: 141000,
__normalized_input: 2183000,2190000,2356000,2082000,2064000,1274000,
rare_rewrite_bool-impl-elim: 6247000,11995000,11675000,12103000,
rare_rewrite_bool-and-de-morgan: 5726000,11489000,11400000,

