1; Draft.Scratch_smt_check_7_12749; 2026-04-10 13:48:59.431;
bind: 3755000,1696000,1609000,557000,438000,
cong: 1090000,620000,1070000,113000,100000,154000,112000,192000,99000,97000,101000,170000,
refl: 222000,62000,54000,56000,87000,62000,37000,
symm: 319000,353000,335000,318000,315000,366000,261000,304000,634000,
false: 25000,
trans: 751000,823000,921000,330000,344000,376000,440000,273000,283000,424000,
equiv2: 1172000,899000,
or_pos: 1242000,643000,511000,423000,
not_not: 569000,
parsing: 15787000,
aci_simp: 3459000,
evaluate: 406000,
equiv_pos2: 1721000,965000,904000,222000,61000,
reordering: 2802000,803000,813000,585000,
resolution: 256000,335000,500000,681000,986000,1165000,470000,431000,408000,607000,842000,552000,438000,557000,797000,433000,383000,400000,391000,441000,479000,523000,785000,
forall_inst: 3301000,1624000,1601000,2173000,1736000,1803000,1445000,1352000,1456000,1402000,
equiv_simplify: 1404000,1191000,
__normalized_input: 27103000,26841000,10811000,11035000,3274000,3029000,2971000,2888000,2894000,1989000,2252000,1984000,790000,
rare_rewrite_eq-symm: 320000,
rare_rewrite_bool-impl-elim: 21597000,17810000,13585000,11484000,
rare_rewrite_bool-and-de-morgan: 16118000,

