1; Draft.Scratch_smt_check_7_29233; 2026-04-10 13:49:44.919;
bind: 311000,344000,324000,366000,
cong: 98000,96000,93000,54000,77000,49000,72000,50000,73000,55000,100000,81000,67000,
refl: 24000,20000,19000,18000,21000,
trans: 285000,269000,
or_pos: 291000,
implies: 259000,
parsing: 6268000,
subproof: 1577000,
equiv_pos2: 192000,93000,56000,186000,
reordering: 322000,
resolution: 229000,313000,239000,213000,231000,409000,406000,251000,330000,
contraction: 392000,
forall_inst: 883000,
implies_neg1: 386000,
implies_neg2: 351000,
__local_input: 144000,
__normalized_input: 26081000,19491000,1201000,1321000,1122000,
rare_rewrite_bool-impl-elim: 6356000,6474000,

