1; Draft.Scratch_smt_check_7_15246; 2026-04-10 13:48:26.565;
bind: 279000,261000,283000,436000,
cong: 92000,82000,57000,130000,122000,
refl: 51000,
symm: 123000,92000,
trans: 139000,110000,201000,104000,207000,
equiv1: 261000,
equiv2: 85000,
or_pos: 199000,345000,
implies: 346000,
not_not: 113000,
parsing: 4660000,
subproof: 2131000,
equiv_pos2: 152000,302000,
reordering: 231000,419000,
resolution: 149000,167000,139000,177000,179000,211000,284000,177000,204000,285000,630000,506000,379000,
contraction: 477000,
forall_inst: 764000,1346000,1381000,
implies_neg1: 451000,
implies_neg2: 386000,
__local_input: 191000,
equiv_simplify: 166000,436000,
__normalized_input: 16980000,4449000,4334000,4078000,4088000,1272000,1357000,962000,
rare_rewrite_eq-symm: 124000,218000,
rare_rewrite_bool-impl-elim: 6230000,20635000,

