1; Draft.Scratch_smt_check_7_13055; 2026-04-10 13:48:39.390;
bind: 459000,363000,398000,336000,
cong: 179000,105000,171000,
refl: 157000,130000,161000,136000,
symm: 327000,166000,303000,
trans: 353000,340000,207000,305000,337000,
or_pos: 393000,365000,
and_neg: 311000,
and_pos: 221000,272000,
implies: 279000,
parsing: 3483000,
subproof: 2122000,
poly_simp: 3472000,3271000,
equiv_pos2: 267000,293000,
reordering: 500000,413000,556000,449000,
resolution: 367000,407000,336000,455000,571000,584000,461000,428000,669000,329000,399000,481000,352000,
contraction: 363000,438000,
forall_inst: 1360000,1414000,1264000,1260000,
implies_neg1: 352000,
implies_neg2: 298000,
__local_input: 36000,134000,
poly_simp_rel: 2132000,1746000,
__normalized_input: 1560000,1301000,1031000,1069000,
rare_rewrite_bool-impl-elim: 12657000,11601000,

