1; Draft.Scratch_smt_check_7_14289; 2026-04-10 13:43:35.503;
bind: 491000,573000,576000,582000,
cong: 164000,129000,91000,110000,133000,89000,1576000,128000,152000,
refl: 38000,42000,34000,
trans: 417000,389000,
or_pos: 392000,
implies: 378000,
parsing: 32766000,
subproof: 9580000,
equiv_pos2: 375000,134000,360000,
reordering: 515000,
resolution: 360000,439000,372000,385000,4024000,792000,338000,433000,
contraction: 915000,
forall_inst: 1394000,
implies_neg1: 620000,
implies_neg2: 632000,
__local_input: 111000,
__normalized_input: 1947000,9244000,1051000,1111000,
rare_rewrite_bool-impl-elim: 20206000,37017000,

