1; Draft.Scratch_smt_check_7_627; 2026-04-10 13:43:40.653;
bind: 393000,408000,410000,410000,
cong: 281000,233000,196000,272000,247000,187000,
refl: 191000,35000,161000,169000,163000,159000,
symm: 95000,382000,
trans: 349000,392000,331000,379000,424000,300000,300000,288000,296000,355000,349000,335000,410000,286000,303000,
equiv1: 328000,
parsing: 27944000,
aci_simp: 1896000,1953000,2058000,1834000,1760000,
equiv_pos2: 71000,290000,432000,213000,
reordering: 671000,
resolution: 261000,314000,397000,292000,331000,469000,
forall_inst: 1563000,
qnt_rm_unused: 484000,1456000,
connective_def: 566000,
miniscope_split: 622000,
__normalized_input: 1221000,795000,1030000,962000,
rare_rewrite_bool-eq-false: 10896000,
rare_rewrite_bool-impl-elim: 11240000,
rare_rewrite_bool-and-de-morgan: 11250000,10954000,11123000,24339000,

