1; Draft.Scratch_smt_check_7_25228; 2026-04-10 13:44:31.541;
bind: 254000,236000,255000,349000,
cong: 163000,147000,124000,173000,148000,86000,
refl: 58000,47000,58000,46000,
trans: 219000,216000,226000,228000,
or_pos: 303000,
implies: 217000,
parsing: 2230000,
not_symm: 100000,
subproof: 2132000,
equiv_pos2: 160000,167000,
reordering: 354000,
resolution: 303000,400000,364000,438000,488000,316000,376000,
contraction: 399000,
forall_inst: 1168000,
implies_neg1: 302000,
implies_neg2: 287000,
__local_input: 75000,
__normalized_input: 1664000,989000,1107000,
rare_rewrite_eq-symm: 124000,129000,
rare_rewrite_bool-impl-elim: 11784000,12021000,
rare_rewrite_bool-double-not-elim: 197000,166000,

