1; Draft.Scratch_smt_check_7_28543; 2026-04-10 13:48:00.107;
bind: 403000,389000,395000,466000,
cong: 189000,127000,90000,131000,125000,115000,147000,85000,163000,120000,84000,128000,89000,
refl: 40000,34000,31000,61000,41000,32000,
symm: 139000,147000,
trans: 485000,163000,371000,179000,
or_pos: 404000,
implies: 379000,
parsing: 7572000,
subproof: 2713000,
equiv_pos2: 289000,83000,136000,261000,
reordering: 630000,
resolution: 368000,439000,409000,300000,429000,697000,659000,452000,441000,
contraction: 620000,
forall_inst: 1408000,
implies_neg1: 571000,
implies_neg2: 518000,
__local_input: 261000,
__normalized_input: 3277000,6007000,5642000,767000,1003000,
rare_rewrite_bool-impl-elim: 11483000,11413000,

