1; Draft.Scratch_smt_check_7_23362; 2026-04-10 13:48:00.364;
bind: 270000,400000,454000,416000,317000,
cong: 116000,185000,193000,
refl: 64000,83000,
symm: 101000,
trans: 113000,132000,216000,253000,401000,388000,
equiv1: 242000,
or_pos: 461000,
parsing: 3343000,
aci_simp: 1029000,1862000,
equiv_pos2: 64000,193000,305000,
reordering: 455000,
resolution: 183000,153000,197000,246000,442000,579000,
forall_inst: 1362000,
miniscope_split: 435000,
__normalized_input: 5960000,822000,856000,869000,
rare_rewrite_bool-eq-false: 28245000,
rare_rewrite_bool-impl-elim: 12149000,
rare_rewrite_bool-impl-false1: 12000000,12745000,
rare_rewrite_bool-and-de-morgan: 12469000,

