1; Draft.Scratch_smt_check_7_18067; 2026-04-10 13:48:00.275;
bind: 299000,258000,269000,495000,505000,
cong: 112000,158000,404000,
refl: 70000,73000,103000,
symm: 89000,195000,174000,
trans: 108000,196000,
equiv1: 260000,
equiv2: 217000,
or_neg: 192000,191000,192000,217000,
or_pos: 208000,185000,199000,178000,190000,182000,349000,342000,347000,361000,
and_neg: 213000,437000,
and_pos: 160000,160000,169000,165000,163000,175000,328000,326000,346000,319000,319000,348000,
implies: 183000,167000,113000,182000,346000,
not_not: 218000,
parsing: 9173000,
subproof: 1087000,1079000,2077000,2182000,
and_intro: 157000,306000,
equiv_pos1: 49000,
equiv_pos2: 163000,162000,169000,99000,50000,322000,292000,446000,
not_equiv1: 90000,
not_equiv2: 101000,
reordering: 230000,226000,215000,288000,513000,243000,220000,517000,213000,212000,163000,212000,296000,563000,446000,433000,1037000,430000,415000,
resolution: 186000,157000,133000,346000,186000,214000,174000,208000,287000,379000,292000,264000,576000,148000,183000,210000,183000,214000,269000,286000,280000,574000,174000,229000,180000,205000,276000,167000,227000,516000,1513000,421000,296000,315000,1000000,299000,341000,383000,319000,377000,488000,580000,531000,1240000,301000,266000,349000,359000,375000,340000,373000,507000,
contraction: 293000,285000,246000,316000,479000,249000,288000,523000,578000,
forall_inst: 783000,781000,789000,764000,775000,801000,1399000,1410000,1445000,1345000,
implies_neg1: 251000,258000,539000,533000,
implies_neg2: 208000,211000,218000,443000,
__local_input: 22000,29000,41000,21000,20000,57000,44000,46000,69000,45000,68000,105000,
equiv_simplify: 365000,391000,
__normalized_input: 6200000,2254000,2018000,749000,1123000,
rare_rewrite_eq-symm: 154000,
rare_rewrite_bool-impl-elim: 6543000,6045000,6062000,11949000,11922000,
rare_rewrite_bool-double-not-elim: 258000,

