1; Draft.Scratch_smt_check_7_19763; 2026-04-10 13:45:30.946;
bind: 382000,437000,536000,379000,550000,
cong: 240000,
refl: 86000,
trans: 300000,265000,
or_pos: 410000,376000,400000,586000,397000,
implies: 375000,
parsing: 16115000,
aci_simp: 1925000,
subproof: 6856000,
equiv_pos2: 291000,342000,363000,269000,476000,
reordering: 690000,618000,569000,1071000,606000,
resolution: 178000,209000,173000,225000,350000,432000,546000,445000,300000,377000,436000,295000,522000,414000,4791000,712000,363000,451000,
contraction: 684000,
forall_inst: 1719000,1573000,1384000,1502000,3410000,
implies_neg1: 567000,
implies_neg2: 553000,
__local_input: 120000,
__normalized_input: 1521000,1335000,1193000,1127000,1003000,1233000,
rare_rewrite_bool-impl-elim: 20738000,11388000,11454000,11295000,21210000,
rare_rewrite_bool-and-de-morgan: 11160000,

