1; Draft.Scratch_smt_check_7_18219; 2026-04-10 13:45:31.027;
bind: 244000,379000,408000,406000,
cong: 229000,216000,
refl: 57000,63000,
trans: 238000,273000,246000,268000,
or_pos: 507000,497000,474000,497000,
implies: 398000,
parsing: 14455000,
aci_simp: 1842000,1935000,
subproof: 2963000,
equiv_pos2: 268000,291000,320000,320000,
not_equiv1: 197000,
not_equiv2: 262000,
reordering: 819000,829000,731000,770000,
resolution: 232000,286000,189000,272000,275000,290000,438000,315000,457000,395000,532000,430000,814000,1024000,479000,449000,
contraction: 683000,
forall_inst: 1512000,1463000,1563000,1431000,
implies_neg1: 552000,
implies_neg2: 727000,
__local_input: 106000,
__normalized_input: 1395000,1085000,1127000,1105000,1182000,
rare_rewrite_bool-impl-elim: 25224000,11487000,11801000,11586000,
rare_rewrite_bool-and-de-morgan: 11421000,11720000,

