1; Draft.Scratch_smt_check_7_24583; 2026-04-10 13:48:55.142;
bind: 140000,161000,174000,145000,
cong: 56000,62000,55000,46000,53000,48000,209000,119000,67000,52000,60000,44000,55000,72000,91000,
symm: 106000,98000,109000,93000,146000,
trans: 142000,135000,142000,120000,129000,110000,123000,120000,12760000,
equiv1: 103000,105000,90000,90000,
equiv2: 98000,108000,124000,90000,
and_pos: 102000,116000,
implies: 207000,
not_and: 201000,
parsing: 5714000,
aci_simp: 1808000,1838000,
subproof: 1093000,
equiv_pos2: 38000,75000,34000,32000,293000,92000,89000,52000,181000,
reordering: 213000,188000,161000,250000,172000,
resolution: 202000,157000,198000,175000,194000,157000,155000,166000,231000,152000,159000,169000,184000,157000,155000,157000,212000,144000,186000,193000,309000,357000,338000,212000,182000,175000,225000,167000,246000,258000,
contraction: 334000,
forall_inst: 713000,648000,707000,764000,669000,704000,767000,
implies_neg1: 283000,
implies_neg2: 269000,
__local_input: 64000,
equiv_simplify: 160000,337000,179000,192000,146000,167000,169000,170000,
__normalized_input: 5131000,4428000,3074000,3000000,1934000,1726000,1296000,1388000,922000,890000,857000,1070000,
rare_rewrite_eq-symm: 100000,132000,117000,
rare_rewrite_bool-eq-true: 5819000,5849000,

