1; Draft.Scratch_smt_check_7_18595; 2026-04-10 13:48:54.869;
bind: 226000,191000,207000,178000,384000,
cong: 74000,97000,78000,86000,74000,33000,64000,62000,78000,107000,82000,64000,37000,39000,45000,48000,114000,56000,115000,61000,91000,41000,24000,25000,120000,94000,67000,114000,73000,75000,63000,58000,47000,171000,
refl: 22000,19000,42000,26000,332000,21000,24000,25000,16000,21000,22000,55000,60000,66000,40000,57000,19000,17000,
symm: 88000,109000,90000,102000,231000,172000,205000,80000,87000,102000,
trans: 161000,187000,168000,95000,151000,160000,156000,171000,102000,183000,203000,163000,165000,175000,146000,176000,194000,206000,101000,
equiv1: 176000,
equiv2: 178000,
implies: 207000,
not_not: 157000,
parsing: 8120000,
aci_simp: 921000,1111000,1014000,
evaluate: 201000,
onepoint: 1155000,
subproof: 1131000,
equiv_pos2: 121000,74000,37000,162000,110000,96000,100000,194000,
reordering: 181000,
resolution: 178000,246000,240000,211000,182000,258000,241000,175000,187000,287000,274000,281000,314000,292000,189000,302000,
contraction: 309000,
forall_inst: 774000,
implies_neg1: 250000,
implies_neg2: 244000,
__local_input: 89000,
equiv_simplify: 305000,281000,
__normalized_input: 9722000,6388000,5775000,22057000,3740000,3444000,2877000,
rare_rewrite_eq-refl: 96000,
rare_rewrite_eq-symm: 157000,106000,98000,101000,191000,
rare_rewrite_or-not-refl: 6141000,
rare_rewrite_bool-eq-false: 6016000,7491000,
rare_rewrite_bool-impl-elim: 5965000,
rare_rewrite_bool-and-de-morgan: 5757000,

