1; Draft.Scratch_smt_check_7_27167; 2026-04-10 13:48:54.899;
bind: 200000,282000,370000,315000,
cong: 65000,49000,92000,242000,93000,110000,135000,81000,128000,142000,80000,84000,312000,136000,83000,90000,
refl: 30000,40000,
trans: 162000,203000,314000,190000,208000,246000,191000,
implies: 267000,
parsing: 3190000,
evaluate: 344000,
subproof: 2108000,
equiv_pos2: 73000,196000,74000,189000,246000,
reordering: 358000,
resolution: 164000,270000,13777000,409000,510000,495000,322000,425000,446000,
contraction: 462000,
forall_inst: 1246000,
implies_neg1: 354000,
implies_neg2: 332000,
__local_input: 160000,
__normalized_input: 1224000,953000,1099000,
rare_rewrite_eq-refl: 245000,
rare_rewrite_eq-symm: 178000,183000,203000,194000,176000,174000,191000,
rare_rewrite_bool-eq-false: 11407000,
rare_rewrite_bool-double-not-elim: 196000,202000,192000,

