1; Draft.Scratch_smt_check_7_15832; 2026-04-10 13:43:40.223;
bind: 346000,308000,352000,407000,
cong: 130000,140000,97000,215000,190000,97000,
refl: 95000,95000,
symm: 175000,
false: 17000,
trans: 131000,190000,330000,352000,195000,
equiv2: 167000,177000,
or_pos: 334000,
and_pos: 150000,
not_not: 248000,
parsing: 8677000,
evaluate: 362000,
not_symm: 87000,
equiv_pos2: 245000,177000,109000,301000,108000,86000,
reordering: 370000,458000,522000,
resolution: 154000,288000,226000,294000,263000,383000,252000,274000,401000,306000,266000,297000,305000,487000,453000,
forall_inst: 1320000,1267000,1340000,
equiv_simplify: 311000,315000,
__normalized_input: 1909000,1447000,1136000,844000,4196000,
rare_rewrite_eq-symm: 99000,116000,134000,114000,153000,
rare_rewrite_bool-impl-elim: 24326000,
rare_rewrite_bool-double-not-elim: 147000,193000,

