1; Draft.Scratch_smt_check_7_9955; 2026-04-10 13:49:15.796;
bind: 162000,163000,175000,174000,
cong: 50000,80000,117000,158000,67000,101000,307000,87000,81000,112000,108000,67000,55000,70000,
ite2: 273000,
refl: 20000,43000,24000,59000,18000,20000,
symm: 206000,101000,110000,
true: 93000,
trans: 162000,146000,200000,250000,260000,239000,189000,
equiv1: 339000,129000,
equiv2: 201000,318000,
implies: 140000,
not_not: 187000,
parsing: 2100000,
not_symm: 151000,
subproof: 1277000,
equiv_pos2: 106000,282000,275000,118000,81000,
reordering: 320000,
resolution: 198000,269000,205000,206000,273000,295000,363000,339000,343000,275000,300000,285000,280000,207000,296000,
contraction: 206000,
forall_inst: 880000,
implies_neg1: 220000,
implies_neg2: 166000,
__local_input: 188000,
equiv_simplify: 322000,432000,217000,
__normalized_input: 11068000,3501000,3163000,2760000,3370000,
rare_rewrite_ite-eq: 7208000,
rare_rewrite_eq-refl: 250000,
rare_rewrite_eq-symm: 141000,251000,324000,243000,142000,

