1; Draft.Scratch_smt_check_7_25168; 2026-04-10 13:42:51.552;
bind: 686000,812000,843000,760000,
cong: 270000,199000,116000,153000,271000,229000,185000,142000,674000,148000,113000,153000,181000,106000,125000,
refl: 310000,332000,27000,
symm: 84000,
trans: 528000,562000,547000,639000,273000,
and_pos: 241000,180000,187000,
implies: 489000,
not_and: 281000,
parsing: 31927000,
aci_simp: 5937000,
subproof: 6191000,
equiv_pos2: 581000,611000,826000,120000,153000,208000,
reordering: 355000,308000,667000,284000,
resolution: 283000,228000,208000,198000,302000,354000,517000,688000,800000,712000,324000,572000,334000,401000,
contraction: 3136000,
forall_inst: 5729000,
implies_neg1: 744000,
implies_neg2: 644000,
__local_input: 236000,
__normalized_input: 2070000,1934000,730000,703000,954000,
rare_rewrite_eq-symm: 401000,392000,375000,

