1; Draft.Scratch_smt_check_7_4638; 2026-04-10 13:44:41.022;
bind: 370000,313000,561000,316000,
cong: 137000,129000,
symm: 161000,151000,203000,194000,
false: 21000,
trans: 171000,192000,189000,318000,194000,392000,
equiv2: 188000,208000,
or_pos: 349000,418000,343000,
not_not: 204000,
parsing: 7902000,
evaluate: 309000,
equiv_pos2: 238000,237000,55000,
reordering: 403000,613000,414000,
resolution: 190000,257000,254000,348000,356000,273000,288000,350000,401000,512000,449000,584000,278000,269000,374000,
forall_inst: 1375000,1306000,1684000,1306000,1436000,
equiv_simplify: 322000,343000,
__normalized_input: 9236000,9379000,4711000,4809000,747000,752000,905000,
rare_rewrite_eq-symm: 198000,177000,
rare_rewrite_bool-impl-elim: 11915000,11917000,

