1; Draft.Scratch_smt_check_7_7280; 2026-04-10 13:47:14.252;
bind: 363000,540000,296000,636000,
cong: 164000,191000,245000,
refl: 48000,84000,88000,
trans: 203000,344000,428000,314000,368000,376000,
or_pos: 341000,274000,673000,
implies: 1005000,
parsing: 13158000,
aci_simp: 1057000,1160000,2183000,
subproof: 3918000,
equiv_pos2: 277000,215000,176000,478000,
reordering: 497000,434000,928000,
resolution: 301000,321000,421000,268000,365000,324000,215000,271000,301000,1389000,1551000,757000,511000,
contraction: 533000,1459000,
forall_inst: 959000,939000,2182000,
implies_neg1: 1191000,
implies_neg2: 1610000,
__local_input: 230000,
__normalized_input: 2305000,2409000,2477000,2102000,2095000,1383000,
rare_rewrite_bool-impl-elim: 6019000,6221000,6104000,11926000,
rare_rewrite_bool-and-de-morgan: 5745000,5762000,12031000,

