1; Draft.Scratch_smt_check_7_26692; 2026-04-10 13:46:54.080;
bind: 310000,308000,
cong: 184000,202000,228000,194000,178000,167000,173000,170000,226000,368000,214000,
refl: 44000,
trans: 277000,236000,284000,205000,268000,283000,246000,205000,253000,242000,
implies: 341000,
parsing: 6977000,
subproof: 2036000,
poly_simp: 6655000,3990000,3838000,7305000,4355000,3256000,3143000,4062000,6161000,7547000,7468000,3491000,4591000,8512000,
equiv_pos2: 214000,221000,262000,552000,
reordering: 402000,
resolution: 260000,556000,517000,445000,523000,539000,288000,424000,
contraction: 450000,
forall_inst: 1293000,
implies_neg1: 425000,
implies_neg2: 399000,
__local_input: 98000,
poly_simp_rel: 2140000,2122000,1923000,
__normalized_input: 1216000,1242000,

