1; Draft.Scratch_smt_check_7_14382; 2026-04-10 13:42:20.695;
bind: 224000,229000,452000,268000,289000,
cong: 179000,215000,244000,245000,
refl: 97000,82000,122000,
symm: 95000,112000,
trans: 210000,228000,209000,235000,268000,336000,236000,220000,237000,225000,
or_pos: 392000,
implies: 203000,239000,
parsing: 6962000,
aci_simp: 1687000,1658000,1841000,1779000,1868000,
subproof: 1914000,1905000,
equiv_pos1: 67000,
equiv_pos2: 50000,206000,374000,302000,53000,148000,
reordering: 325000,614000,
resolution: 216000,295000,299000,330000,448000,400000,228000,231000,356000,409000,382000,247000,231000,479000,406000,251000,322000,329000,
contraction: 353000,333000,
forall_inst: 1373000,1167000,1106000,1187000,
implies_neg1: 272000,270000,
implies_neg2: 280000,272000,
__local_input: 64000,50000,
miniscope_split: 378000,388000,
__normalized_input: 1539000,1145000,888000,1279000,972000,831000,
rare_rewrite_eq-symm: 187000,
rare_rewrite_bool-eq-false: 10292000,11209000,
rare_rewrite_bool-impl-elim: 10598000,11162000,11194000,
rare_rewrite_bool-and-de-morgan: 10762000,

