1; Draft.Scratch_smt_check_7_30922; 2026-04-10 13:52:13.581;
bind: 584000,527000,
cong: 124000,132000,118000,112000,98000,98000,145000,
symm: 235000,
or_pos: 516000,
implies: 512000,
parsing: 1372000,
subproof: 2848000,
equiv_pos2: 310000,136000,131000,160000,
reordering: 716000,
resolution: 473000,577000,508000,475000,537000,757000,772000,508000,612000,
contraction: 870000,
forall_inst: 861000,
implies_neg1: 383000,
implies_neg2: 671000,
__local_input: 240000,
__normalized_input: 33686000,4189000,3834000,648000,
rare_rewrite_bool-impl-elim: 11599000,6210000,

