1; Draft.Scratch_smt_check_7_24941; 2026-04-10 13:47:49.847;
bind: 290000,279000,264000,456000,
cong: 142000,222000,
refl: 42000,61000,
trans: 148000,171000,305000,316000,
or_pos: 314000,304000,521000,554000,
implies: 480000,
parsing: 6837000,
aci_simp: 1243000,1947000,
subproof: 3077000,
equiv_pos2: 160000,154000,356000,358000,
not_equiv1: 117000,
not_equiv2: 133000,
reordering: 517000,468000,887000,856000,
resolution: 260000,305000,205000,280000,303000,165000,286000,220000,314000,310000,308000,295000,940000,889000,554000,469000,
contraction: 765000,
forall_inst: 937000,909000,1596000,1538000,
implies_neg1: 622000,
implies_neg2: 754000,
__local_input: 196000,
__normalized_input: 1599000,1264000,1307000,1249000,1250000,
rare_rewrite_bool-impl-elim: 7036000,7009000,20209000,11875000,
rare_rewrite_bool-and-de-morgan: 6311000,11943000,

