1; Draft.Scratch_smt_check_7_5959; 2026-04-10 13:47:50.113;
bind: 244000,259000,319000,414000,766000,
cong: 132000,
refl: 41000,
trans: 140000,168000,
or_pos: 231000,432000,372000,585000,414000,
implies: 392000,
parsing: 8624000,
aci_simp: 1004000,
subproof: 2733000,
equiv_pos2: 149000,182000,377000,300000,395000,
reordering: 316000,582000,658000,980000,560000,
resolution: 194000,226000,184000,266000,263000,284000,323000,271000,186000,224000,300000,329000,391000,442000,735000,683000,411000,469000,
contraction: 664000,
forall_inst: 761000,878000,1438000,1369000,1498000,
implies_neg1: 547000,
implies_neg2: 539000,
__local_input: 158000,
__normalized_input: 1853000,1689000,1677000,1432000,1420000,1536000,
rare_rewrite_bool-impl-elim: 5954000,6262000,21684000,11349000,11418000,
rare_rewrite_bool-and-de-morgan: 5968000,

