1; Draft.Scratch_smt_check_7_32739; 2026-04-10 13:47:49.770;
bind: 268000,274000,356000,276000,610000,
cong: 138000,
refl: 64000,
trans: 158000,180000,
or_pos: 252000,419000,426000,639000,472000,
implies: 458000,
parsing: 14267000,
aci_simp: 1191000,
subproof: 2911000,
equiv_pos2: 184000,179000,200000,291000,394000,
reordering: 350000,697000,601000,1146000,623000,
resolution: 202000,230000,184000,242000,289000,272000,351000,305000,198000,239000,316000,195000,245000,295000,729000,733000,478000,555000,
contraction: 753000,
forall_inst: 832000,949000,914000,1643000,1538000,
implies_neg1: 655000,
implies_neg2: 599000,
__local_input: 208000,
__normalized_input: 2503000,2298000,2262000,2111000,2069000,2429000,
rare_rewrite_bool-impl-elim: 6332000,6633000,6689000,21231000,12606000,
rare_rewrite_bool-and-de-morgan: 6460000,

