rule,count,total,mean,min,first_quartile,median,third_quartile,max
parsing,2527,64297096800,25444043.055005934,87000,3062000,10536000,30448000,152233949.99999997
rare_rewrite_bool-impl-elim,5807,53852530800,9273726.674702944,5772000,6295000,6935000,11761500,23289799.999999985
rare_rewrite_bool-and-de-morgan,6344,53299727450,8401596.382408574,5535575,6044000,6522000,11337250,21718975.000000015
__normalized_input,13893,42359544399.999985,3048984.697329589,678600,1038000,1591000,3789000,14180199.999999972
resolution,82952,31670856649.999985,381797.3846320762,148000,224000,307000,433000,1455224.9999999912
poly_simp,6055,17208284000,2841995.706028076,1500350,1793000,2371000,3263500,8520899.999999998
forall_inst,13650,13969617150,1023415.1758241758,632000,738000,862000,1302000,1966324.9999999988
trans,44881,12767326000,284470.62231233704,92000,165000,233000,341000,892000
subproof,7069,12382554500,1751669.896732211,1010700,1141000,1467000,2145000,4264800.0000000065
aci_simp,8350,11908876950,1426212.8083832336,904000,1027000,1188000,1843000,2881549.999999999
rare_rewrite_arith-elim-lt,1367,11824506500,8649968.17849305,5548900,6000500,6547000,11263500,23150800
cong,64149,11058128000,172381.92333473632,48000,88000,133000,208000,617000
reordering,13593,8402793999.999996,618170.6760832779,164000,270000,399000,633000,3786999.9999999893
rare_rewrite_arith-elim-leq,986,8319480125,8437606.61764706,5461625,5975250,6539000,11282000,20135500
rare_rewrite_bool-impl-false1,909,7675330100,8443707.480748074,5586300,6106000,6684000,11244000,19695399.99999999
bind,21613,7195199000,332910.7018923796,133000,214000,289000,401000,868000
contraction,12486,6963137750,557675.6166906935,162000,276000,399000,622000,2540750
rare_rewrite_or-not-refl,824,6863262775,8329202.39684466,5844100,6323250,6826500,11356250,16761174.999999981
equiv_pos2,24968,6081489625,243571.3563361102,40000,115000,185000,304000,914825.0000000007
and_pos,10488,6025375950,574501.9021739131,90000,184000,317000,608000,3645649.9999999977
rare_rewrite_bool-eq-false,622,5594956000,8995106.109324759,5626400,6171750,6911500,11454500,23634850.000000004
poly_simp_rel,3310,4428910900,1338039.5468277945,918000,1006000,1100000,1772750,2585300.000000001
implies_neg1,7081,3542380000,500265.49922327354,132000,248000,366000,574000,2136000
or_neg,10060,3207877300,318874.48310139164,128000,176000,245000,363000,1107524.9999999995
la_generic,258,3102574250,12025481.589147286,4657150,7230250,10203000,14868500,32774599.99999997
implies_neg2,7085,3040996400,429216.1467889908,121000,228000,332000,505000,1567799.9999999993
rare_rewrite_bool-or-de-morgan,371,2930083500,7897799.191374663,5652250,6172500,6629000,7952500,16750500
rare_rewrite_bool-eq-true,322,2601004399.999999,8077653.416149065,5689450,6079500,6401500,11089000,18041149.999999925
implies,6907,2216047650,320840.83538439265,108000,180000,252000,371000,1148049.9999999984
rare_rewrite_ite-not-cond,278,2126465325,7649155.845323741,5623700,6112250,6617000,7841000,14322774.999999998
rare_rewrite_eq-symm,13067,2039189000,156056.4016224076,65000,96000,129000,188000,454000
sko_forall,974,1920320625,1971581.750513347,905325,1109250,1645000,2190000,6810099.999999994
rare_rewrite_ite-eq,220,1880505200,8547750.909090908,5915625,6438250,6942500,11170750,21436575.000000015
symm,9359,1792178099.9999995,191492.4778288278,63000,101000,151000,237000,611149.9999999978
refl,24833,1746047000,70311.56122900979,17000,28000,43000,74000,414000
qnt_rm_unused,1216,1648335875,1355539.370888158,235750,433750,887500,1745250,6341375
hole,2,1640145000,820072500,775484725,797778612.5,820072500,842366387.5,864660275
or_pos,4701,1618692000,344329.29164007655,172000,233000,315000,413000,763500
equiv_simplify,4487,1498378349.9999995,333937.67550702015,142000,186000,281000,403000,1056949.9999999963
onepoint,824,1481883400,1798402.1844660195,892575,1067000,1435500,2033500,5829825
rare_rewrite_arith-elim-gt,136,1116789500,8211687.5,5673375,6160500,6637500,11329500,14631000
rare_rewrite_bool-double-not-elim,5338,972447000,182174.40989134507,75000,104000,148000,219000,553000
equiv1,3079,907021950,294583.2900292303,74000,126000,210000,345000,1256349.9999999981
rare_rewrite_bool-or-and-distrib,112,868114025,7751018.080357143,5701450,6151250,6408000,7695750,14298224.999999985
__local_input,14022,866724000,61811.72443303381,16000,29000,49000,81000,193000
evaluate,2991,828372750,276955.11534603813,139000,201000,261000,325000,576250
equiv2,2715,592626000,218278.45303867402,72000,118000,178000,266000,714000
rare_rewrite_bool-implies-de-morgan,68,546216600,8032597.05882353,5447825,5951000,6383000,10770000,21535475
connective_def,1213,491739400,405391.0964550701,184000,272000,344000,486000,1104400
and_intro,1578,470342000,298062.1039290241,84425,147000,212500,349750,1212575
implies_simplify,782,445193500,569301.1508951407,168000,278000,413000,660000,2128225.0000000005
miniscope_split,591,439231250,743200.0846023689,250000,370000,512000,811500,3098750
and_neg,1021,409524000,401100.88148873654,142000,204000,304000,463000,1461500
rare_rewrite_arith-geq-tighten,42,376050200,8953576.19047619,5581200,5932500,10494500,11541500,13291400.000000002
qnt_join,908,353211850,388999.83480176213,187000,262000,340500,465500,954949.9999999995
rare_rewrite_arith-leq-norm,38,327097200,8607821.05263158,5259350,5722750,6011500,10589000,24299849.999999996
rare_rewrite_bool-not-eq-elim1,38,294109149.99999994,7739714.473684209,5522750,5690250,6034500,7023500,23504399.99999995
not_not,1392,273689500,196616.02011494254,97000,128000,180000,240000,445899.99999999965
rare_rewrite_eq-refl,1765,263553500,149322.09631728046,63000,84000,114000,167000,544899.9999999999
not_and,718,254893449.99999988,355004.8050139274,136925,205000,280500,428250,1074599.999999994
and,1042,189950000,182293.6660268714,71000,101250,140000,214750,535000
la_mult_neg,395,155639000,394022.7848101266,209850,288000,350000,458500,912049.9999999999
equiv_pos1,1253,138515000,110546.68794892258,36000,61000,86000,137000,345500.00000000023
rare_rewrite_arith-geq-norm1-real,11,109756250,9977840.909090908,6134500,6278000,7622000,12766500,19089750
comp_simplify,62,102156700,1647688.7096774194,1284400,1395000,1462500,1622250,2904450
miniscope_distribute,144,93357900,648318.75,318000,351000,467000,752750,2252975
rare_rewrite_ite-true-cond,10,83154075,8315407.5,5755600,6032000,6596500,10157500,16606475.000000002
rare_rewrite_bool-eq-nrefl,11,81870000,7442727.2727272725,5610500,5690000,5959000,8900500,11905500
rare_rewrite_bool-or-taut2,8,70420300,8802537.5,5762600,6296750,9077500,10891000,11913700
or_simplify,129,70355800,545393.7984496125,422400,445000,466000,531000,1007800
rare_rewrite_ite-then-true,6,56224625,9370770.833333334,6051875,6403000,9645500,12261000,12426750
choice,978,54905000,56140.081799591004,24000,35000,51000,76000,107000
rare_rewrite_ite-else-true,2,54856000,27428000,12166250,19797125,27428000,35058875,42689750
rare_rewrite_bool-not-eq-elim2,7,53390600,7627228.571428572,5796300,6025500,6085000,8854500,11749300
rare_rewrite_bool-impl-true2,5,48780700,9756140,6144700,7177000,11089000,11312000,13058000
not_or,124,47627800,384095.1612903226,136975,282000,332000,493500,736974.9999999999
rare_rewrite_ite-false-cond,6,43351125,7225187.5,6206875,6397500,6572000,6636250,11003250
rare_rewrite_eq-ite-lift,4,39864400,9966100,6898900,7184725,9270500,12051875,14424500
rare_rewrite_bool-not-ite-elim,5,38232500,7646500,6314200,6370000,6446000,6488000,12614300
ite2,162,37765500,233120.37037037036,81025,136000,185500,276500,768874.9999999998
rare_rewrite_ite-then-false,4,35545575,8886393.75,5941825,6337956.25,8937500,11485937.5,11728750
not_symm,197,25206000,127949.2385786802,55900,83000,120000,161000,258099.99999999994
ite1,129,24666800,191215.50387596898,84000,116000,142000,209000,727199.9999999993
and_simplify,37,24628700.000000015,665640.5405405409,438100,483000,509000,827000,2281600.0000000168
not_equiv2,102,19404675,190241.91176470587,86525,128000,169000,222000,535699.9999999995
not_equiv1,100,19287650,192876.5,85425,123750,175500,233000,482124.99999999977
rare_rewrite_ite-else-false,2,13955000,6977500,6260725,6619112.5,6977500,7335887.5,7694275
true,220,13379850,60817.5,37475,46000,54000,75250,106000
la_mult_pos,28,12835175,458399.10714285716,228025,312250,395500,578750,925150
rare_rewrite_bool-impl-false2,1,12406000,12406000,12406000,12406000,12406000,12406000,12406000
rare_rewrite_arith-geq-norm1-int,2,11875000,5937500,5595975,5766737.5,5937500,6108262.5,6279025
rare_rewrite_ite-eq-branch,1,6809000,6809000,6809000,6809000,6809000,6809000,6809000
implies_pos,20,6487875,324393.75,79125,218500,268500,386000,683750
la_disequality,47,5843400,124327.65957446808,38300,76500,112000,142000,320400
false,306,5264000,17202.614379084967,11000,13000,18000,20000,29375
ite_pos2,12,4170025,347502.0833333333,171100,272250,354000,411000,678924.9999999999
not_implies1,20,3867800,193390,82450,123750,144500,273500,401349.9999999998
not_implies2,17,3591800,211282.35294117648,100200,136000,238000,268000,388599.99999999994
equiv_neg2,64,3502550,54727.34375,30000,36000,46000,64000,125274.99999999988
equiv_neg1,61,3210000,52622.95081967213,31000,37000,43000,62000,103500
ac_simp,3,3195250,1065083.3333333333,910550,991775,1073000,1142350,1211700
ite_pos1,10,2887625,288762.5,160575,181500,284500,398750,426050
miniscope_ite,1,2432000,2432000,2432000,2432000,2432000,2432000,2432000
not_ite2,1,332000,332000,332000,332000,332000,332000,332000
