1; Draft.Scratch_smt_check_7_25170; 2026-04-10 13:50:34.624;
bind: 523000,530000,382000,297000,318000,
cong: 179000,111000,135000,66000,50000,57000,105000,73000,66000,55000,57000,
refl: 44000,24000,
symm: 101000,106000,104000,115000,
trans: 430000,250000,
or_pos: 276000,230000,
implies: 228000,
parsing: 2697000,
subproof: 1638000,
equiv_pos2: 168000,216000,35000,56000,47000,163000,
reordering: 302000,268000,
resolution: 445000,498000,248000,226000,265000,353000,221000,247000,372000,389000,237000,279000,252000,
contraction: 340000,
forall_inst: 935000,855000,
implies_neg1: 335000,
implies_neg2: 270000,
__local_input: 151000,
__normalized_input: 20633000,20925000,5017000,1829000,542000,736000,
rare_rewrite_bool-impl-elim: 7148000,6597000,6553000,

