1; Draft.Scratch_smt_check_7_25833; 2026-04-10 13:48:26.518;
bind: 173000,191000,243000,270000,488000,
cong: 142000,150000,266000,206000,
refl: 37000,
trans: 155000,193000,245000,215000,429000,
or_pos: 203000,554000,526000,450000,
and_pos: 485000,
parsing: 7038000,
aci_simp: 1087000,
equiv_pos2: 91000,168000,154000,365000,
reordering: 239000,588000,830000,825000,470000,
resolution: 205000,213000,246000,173000,223000,300000,295000,327000,324000,227000,281000,317000,449000,
forall_inst: 712000,916000,899000,1622000,
__normalized_input: 2490000,2586000,2190000,2010000,1810000,1170000,1275000,
rare_rewrite_bool-impl-elim: 7185000,6826000,7286000,
rare_rewrite_bool-impl-false1: 12291000,12811000,
rare_rewrite_bool-and-de-morgan: 7062000,12367000,
rare_rewrite_bool-double-not-elim: 296000,

