1; Draft.Scratch_smt_check_7_12260; 2026-04-10 13:47:58.723;
bind: 322000,309000,329000,324000,
cong: 153000,195000,127000,121000,192000,132000,119000,300000,170000,109000,112000,125000,124000,107000,146000,111000,67000,199000,276000,166000,183000,
refl: 95000,119000,32000,40000,
symm: 320000,139000,156000,
false: 21000,
trans: 268000,228000,254000,182000,156000,257000,231000,253000,176000,142000,142000,150000,155000,151000,342000,330000,350000,182000,302000,225000,
equiv1: 98000,
or_neg: 182000,168000,177000,196000,210000,
or_pos: 538000,287000,
and_neg: 176000,
and_pos: 113000,
implies: 252000,192000,
parsing: 10973000,
aci_simp: 1335000,1221000,
evaluate: 320000,271000,407000,401000,481000,
subproof: 2028000,
and_intro: 156000,
poly_simp: 1908000,1933000,1943000,2325000,2054000,2861000,2956000,5926000,
equiv_pos1: 66000,65000,
equiv_pos2: 99000,64000,123000,192000,205000,367000,121000,146000,92000,230000,
la_generic: 25644000,
not_equiv1: 154000,
not_equiv2: 156000,
reordering: 353000,172000,287000,201000,369000,254000,205000,274000,
resolution: 234000,302000,447000,391000,447000,197000,203000,220000,258000,323000,168000,267000,328000,347000,385000,257000,326000,350000,387000,491000,542000,303000,337000,294000,305000,330000,203000,
contraction: 281000,391000,255000,
forall_inst: 898000,876000,
la_mult_neg: 312000,
implies_neg1: 356000,
implies_neg2: 353000,
__local_input: 143000,
poly_simp_rel: 1211000,1101000,1041000,1182000,
equiv_simplify: 169000,
__normalized_input: 2052000,1526000,1547000,1815000,
rare_rewrite_eq-symm: 147000,157000,
rare_rewrite_arith-elim-gt: 6824000,
rare_rewrite_arith-elim-lt: 10858000,6698000,12425000,
rare_rewrite_arith-elim-leq: 6648000,6755000,6091000,
rare_rewrite_bool-impl-elim: 7608000,6648000,
rare_rewrite_bool-and-de-morgan: 6474000,5993000,
rare_rewrite_bool-double-not-elim: 121000,165000,

