1; Draft.Scratch_smt_check_7_9257; 2026-04-10 13:52:19.223;
bind: 552000,602000,710000,524000,378000,
cong: 245000,
refl: 63000,
trans: 443000,496000,
or_pos: 777000,285000,283000,382000,297000,
implies: 287000,
parsing: 3418000,
aci_simp: 2118000,
subproof: 1548000,
equiv_pos2: 314000,338000,409000,154000,213000,
reordering: 772000,383000,349000,586000,352000,
resolution: 485000,560000,496000,708000,579000,625000,785000,576000,471000,540000,586000,478000,559000,541000,485000,505000,315000,374000,
contraction: 442000,
forall_inst: 1544000,1804000,1605000,979000,902000,
implies_neg1: 391000,
implies_neg2: 376000,
__local_input: 131000,
__normalized_input: 2503000,2493000,2353000,2625000,2313000,2558000,
rare_rewrite_bool-impl-elim: 11554000,11861000,11805000,7498000,6754000,
rare_rewrite_bool-and-de-morgan: 11462000,

