1; Draft.Scratch_smt_check_7_6679; 2026-04-10 13:42:47.327;
bind: 376000,357000,374000,467000,353000,
cong: 225000,186000,193000,272000,150000,290000,205000,183000,294000,246000,127000,
refl: 29000,28000,
trans: 252000,9860000,316000,340000,332000,292000,296000,344000,372000,373000,340000,334000,309000,381000,306000,277000,300000,
parsing: 5850000,
aci_simp: 1830000,1763000,1783000,2077000,2047000,1827000,1696000,1719000,
equiv_pos2: 353000,416000,
resolution: 110000,291000,292000,469000,
connective_def: 459000,
miniscope_split: 584000,
__normalized_input: 1052000,938000,698000,
rare_rewrite_eq-symm: 135000,127000,
rare_rewrite_bool-impl-elim: 10839000,
rare_rewrite_bool-and-de-morgan: 11106000,11173000,11331000,10829000,10586000,10732000,

