1; Draft.Scratch_smt_check_7_18684; 2026-04-10 13:44:10.701;
bind: 425000,794000,744000,816000,
cong: 78000,143000,224000,202000,124000,131000,232000,212000,237000,120000,138000,546000,192000,129000,163000,181000,210000,
refl: 31000,
symm: 120000,180000,
trans: 119000,305000,207000,382000,214000,559000,375000,395000,212000,209000,
choice: 75000,
equiv1: 219000,
equiv2: 195000,
or_pos: 483000,
and_pos: 108000,162000,
implies: 457000,221000,
not_and: 368000,
parsing: 32996000,
subproof: 3530000,2047000,
equiv_pos2: 570000,588000,808000,163000,
reordering: 154000,556000,308000,
resolution: 134000,195000,182000,130000,122000,166000,216000,334000,591000,774000,795000,361000,527000,246000,428000,429000,510000,318000,
sko_forall: 2018000,
contraction: 806000,445000,
forall_inst: 1539000,1288000,
implies_neg1: 680000,327000,
implies_neg2: 602000,331000,
__local_input: 158000,55000,
equiv_simplify: 353000,360000,
__normalized_input: 5749000,926000,963000,936000,930000,1317000,
rare_rewrite_eq-symm: 124000,128000,116000,
rare_rewrite_bool-impl-false1: 11555000,12278000,11693000,12259000,
rare_rewrite_bool-and-de-morgan: 19032000,12023000,
rare_rewrite_bool-double-not-elim: 141000,245000,

