1; Draft.Scratch_smt_check_7_20808; 2026-04-10 13:48:44.430;
bind: 133000,129000,174000,177000,203000,
cong: 90000,65000,47000,53000,68000,58000,59000,63000,121000,266000,174000,136000,76000,100000,94000,84000,75000,139000,72000,174000,55000,81000,
refl: 20000,54000,26000,27000,
symm: 87000,97000,152000,136000,
false: 12000,
trans: 130000,133000,159000,154000,
equiv2: 109000,388000,
implies: 362000,
not_not: 122000,
parsing: 4060000,
evaluate: 350000,
equiv_pos2: 80000,112000,154000,292000,57000,
reordering: 532000,
resolution: 108000,151000,156000,191000,147000,203000,165000,230000,173000,171000,166000,273000,454000,
forall_inst: 660000,718000,1364000,
equiv_simplify: 190000,484000,
__normalized_input: 16414000,8624000,4069000,2438000,2139000,1142000,1004000,
rare_rewrite_eq-symm: 102000,120000,

