1; Draft.Scratch_smt_check_7_14782; 2026-04-10 13:48:44.383;
bind: 139000,127000,176000,181000,178000,
cong: 94000,65000,46000,56000,71000,54000,59000,59000,84000,140000,100000,69000,42000,56000,32000,51000,49000,87000,52000,65000,41000,103000,
refl: 20000,24000,24000,21000,
symm: 82000,94000,156000,128000,
false: 13000,
trans: 131000,134000,167000,109000,
equiv2: 120000,324000,
implies: 177000,
not_not: 123000,
parsing: 3890000,
evaluate: 330000,
equiv_pos2: 78000,117000,87000,254000,54000,
reordering: 258000,
resolution: 128000,193000,156000,197000,152000,196000,165000,223000,181000,166000,164000,215000,290000,
forall_inst: 650000,719000,718000,
equiv_simplify: 192000,476000,
__normalized_input: 18119000,10350000,3837000,2567000,2286000,1126000,956000,
rare_rewrite_eq-symm: 102000,125000,

