1; Draft.Scratch_smt_check_7_13572; 2026-04-10 13:48:44.318;
bind: 343000,339000,305000,631000,610000,
cong: 103000,93000,75000,57000,45000,63000,78000,130000,120000,148000,144000,84000,68000,110000,113000,213000,149000,143000,95000,68000,108000,114000,438000,198000,
refl: 17000,17000,23000,25000,26000,28000,25000,23000,37000,
trans: 282000,331000,509000,
or_pos: 365000,450000,
implies: 489000,
parsing: 11627000,
subproof: 2933000,
equiv_pos2: 220000,368000,182000,426000,650000,
reordering: 409000,566000,
resolution: 210000,326000,221000,166000,207000,304000,454000,788000,715000,701000,402000,543000,
contraction: 727000,
forall_inst: 1426000,1601000,
implies_neg1: 679000,
implies_neg2: 598000,
__local_input: 246000,
__normalized_input: 6550000,6176000,3584000,807000,982000,
rare_rewrite_eq-symm: 295000,
rare_rewrite_bool-impl-elim: 6021000,22041000,11976000,

