1; Draft.Scratch_smt_check_7_4005; 2026-04-10 13:48:43.561;
bind: 429000,455000,422000,479000,
cong: 111000,43000,38000,72000,165000,83000,57000,91000,50000,52000,169000,78000,65000,91000,49000,48000,344000,136000,122000,
refl: 42000,
symm: 67000,69000,87000,77000,74000,84000,
trans: 87000,367000,358000,265000,
and_pos: 119000,
implies: 328000,
parsing: 13972000,
subproof: 1259000,
equiv_pos2: 34000,79000,38000,286000,41000,320000,446000,93000,
reordering: 185000,374000,
resolution: 184000,201000,216000,187000,211000,313000,182000,392000,479000,419000,213000,319000,219000,
contraction: 506000,
forall_inst: 971000,
implies_neg1: 443000,
implies_neg2: 421000,
__local_input: 126000,
__normalized_input: 10785000,29115000,2320000,2883000,1061000,990000,871000,
rare_rewrite_eq-symm: 263000,260000,84000,262000,

