1; Draft.Scratch_smt_check_7_9286; 2026-04-10 13:44:37.299;
bind: 350000,323000,244000,319000,
cong: 197000,105000,199000,165000,118000,188000,199000,
refl: 43000,35000,120000,
trans: 276000,265000,205000,228000,179000,189000,
choice: 73000,
or_neg: 142000,273000,366000,236000,
or_pos: 470000,544000,
implies: 176000,
parsing: 12981000,
aci_simp: 1066000,1335000,
subproof: 1103000,
equiv_neg1: 37000,83000,
equiv_neg2: 65000,
equiv_pos1: 33000,55000,
equiv_pos2: 34000,345000,232000,266000,74000,246000,233000,99000,76000,
reordering: 196000,180000,258000,726000,381000,702000,366000,330000,325000,441000,391000,
resolution: 175000,200000,172000,169000,460000,172000,157000,173000,278000,333000,331000,232000,152000,271000,236000,264000,315000,194000,283000,366000,302000,288000,407000,518000,
sko_forall: 1965000,
contraction: 296000,422000,
forall_inst: 677000,811000,831000,1490000,1157000,
implies_neg1: 247000,
implies_neg2: 241000,
__local_input: 54000,
__normalized_input: 12754000,12123000,10955000,3673000,3448000,3623000,2619000,900000,
rare_rewrite_eq-symm: 136000,
rare_rewrite_bool-impl-elim: 7028000,6602000,6052000,
rare_rewrite_bool-and-de-morgan: 5605000,5651000,
rare_rewrite_bool-double-not-elim: 181000,

