1; Draft.Scratch_smt_check_7_20748; 2026-04-10 13:44:25.595;
bind: 330000,592000,584000,567000,376000,
cong: 75000,152000,130000,224000,95000,92000,225000,147000,227000,127000,86000,440000,279000,230000,212000,197000,
refl: 21000,62000,80000,80000,79000,
symm: 119000,
false: 12000,
trans: 107000,244000,173000,190000,10966000,449000,333000,373000,186000,
choice: 74000,
equiv2: 124000,133000,
or_neg: 220000,237000,298000,195000,
or_pos: 416000,
implies: 418000,
not_not: 202000,
parsing: 24283000,
aci_simp: 1088000,2034000,
evaluate: 292000,
subproof: 3213000,
equiv_pos2: 423000,433000,640000,246000,236000,234000,60000,
reordering: 334000,544000,
resolution: 94000,141000,142000,199000,251000,324000,531000,713000,730000,417000,477000,263000,228000,471000,452000,441000,488000,378000,308000,
sko_forall: 2092000,
contraction: 667000,374000,
forall_inst: 1446000,
implies_neg1: 586000,
implies_neg2: 510000,
__local_input: 135000,
equiv_simplify: 149000,316000,
__normalized_input: 5271000,800000,1210000,
rare_rewrite_eq-symm: 119000,121000,282000,108000,
rare_rewrite_bool-impl-elim: 12001000,11805000,11824000,
rare_rewrite_bool-and-de-morgan: 11519000,11705000,
rare_rewrite_bool-double-not-elim: 144000,155000,149000,

