1; Draft.Scratch_smt_check_7_3193; 2026-04-10 13:51:55.788;
bind: 553000,461000,462000,453000,
cong: 124000,82000,114000,147000,90000,90000,116000,99000,122000,156000,130000,83000,231000,92000,56000,63000,
refl: 33000,37000,
trans: 422000,342000,465000,328000,196000,191000,185000,
implies: 382000,
parsing: 1365000,
evaluate: 295000,
subproof: 2478000,
equiv_pos2: 79000,201000,74000,178000,133000,
reordering: 622000,
resolution: 425000,609000,575000,552000,652000,636000,483000,585000,665000,
contraction: 574000,
forall_inst: 1513000,
implies_neg1: 504000,
implies_neg2: 503000,
__local_input: 368000,
__normalized_input: 2071000,2074000,2231000,
rare_rewrite_eq-refl: 161000,
rare_rewrite_eq-symm: 331000,329000,352000,301000,319000,293000,171000,
rare_rewrite_bool-eq-false: 6285000,
rare_rewrite_bool-double-not-elim: 465000,324000,184000,

