1; Draft.Scratch_smt_check_7_8165; 2026-04-10 13:51:09.815;
bind: 311000,326000,535000,515000,335000,
cong: 130000,87000,284000,221000,244000,187000,157000,
refl: 31000,170000,38000,90000,123000,
symm: 247000,293000,
trans: 490000,521000,282000,290000,236000,248000,264000,264000,445000,392000,423000,290000,
equiv1: 263000,
or_pos: 403000,
parsing: 5667000,
aci_simp: 2144000,1082000,1112000,1349000,
equiv_pos2: 108000,57000,147000,339000,
reordering: 571000,
resolution: 520000,406000,430000,518000,463000,441000,451000,
forall_inst: 1104000,
qnt_rm_unused: 362000,706000,
connective_def: 390000,
miniscope_split: 475000,
__normalized_input: 2157000,1640000,1337000,1334000,1390000,1317000,
rare_rewrite_bool-eq-false: 11224000,
rare_rewrite_bool-impl-elim: 6267000,6703000,
rare_rewrite_bool-and-de-morgan: 6208000,6066000,6515000,

