1; Draft.Scratch_smt_check_7_13514; 2026-04-10 13:50:11.336;
bind: 431000,399000,340000,407000,
cong: 175000,213000,160000,
refl: 84000,97000,63000,
trans: 283000,270000,327000,330000,212000,238000,
or_pos: 380000,305000,537000,
implies: 541000,
parsing: 13396000,
aci_simp: 1404000,1272000,1171000,
subproof: 2171000,
equiv_pos2: 268000,232000,188000,264000,
reordering: 566000,470000,971000,
resolution: 476000,401000,493000,339000,406000,393000,281000,407000,346000,781000,883000,476000,377000,
contraction: 579000,794000,
forall_inst: 1076000,1069000,1284000,
implies_neg1: 740000,
implies_neg2: 930000,
__local_input: 149000,
__normalized_input: 1249000,1205000,1323000,1194000,1170000,860000,
rare_rewrite_bool-impl-elim: 7797000,7649000,7391000,7068000,
rare_rewrite_bool-and-de-morgan: 7761000,7016000,6816000,

