1; Draft.Scratch_smt_check_7_14712; 2026-04-10 13:48:39.230;
bind: 458000,399000,450000,397000,318000,
cong: 83000,154000,87000,153000,66000,67000,161000,106000,147000,61000,58000,293000,199000,160000,144000,147000,
refl: 23000,58000,68000,61000,53000,
symm: 102000,
false: 12000,
trans: 156000,339000,249000,289000,148000,340000,269000,277000,155000,
choice: 84000,
equiv2: 104000,114000,
or_neg: 196000,181000,198000,166000,
or_pos: 276000,
implies: 320000,
not_not: 140000,
parsing: 12191000,
aci_simp: 1158000,1343000,
evaluate: 14119000,
subproof: 1920000,
equiv_pos2: 255000,305000,384000,146000,170000,134000,57000,
reordering: 232000,370000,
resolution: 125000,170000,170000,282000,300000,362000,387000,476000,482000,316000,395000,204000,204000,322000,349000,279000,329000,176000,243000,
sko_forall: 1317000,
contraction: 456000,259000,
forall_inst: 928000,
implies_neg1: 413000,
implies_neg2: 413000,
__local_input: 127000,
equiv_simplify: 194000,284000,
__normalized_input: 5592000,4125000,4481000,
rare_rewrite_eq-symm: 128000,113000,199000,111000,
rare_rewrite_bool-impl-elim: 6577000,6500000,6912000,
rare_rewrite_bool-and-de-morgan: 6158000,6502000,
rare_rewrite_bool-double-not-elim: 153000,122000,123000,

