1; Draft.Scratch_smt_check_7_18970; 2026-04-10 13:48:14.818;
bind: 224000,231000,302000,271000,223000,
cong: 170000,156000,130000,141000,130000,183000,
refl: 103000,23000,74000,82000,130000,
symm: 94000,
trans: 215000,236000,207000,233000,223000,182000,324000,191000,204000,255000,174000,185000,173000,326000,
equiv1: 195000,
or_pos: 540000,
parsing: 10388000,
aci_simp: 1056000,1052000,1120000,1041000,1560000,
equiv_pos2: 34000,132000,506000,
reordering: 795000,
resolution: 193000,186000,257000,230000,271000,328000,
forall_inst: 1548000,
connective_def: 464000,
miniscope_split: 326000,
__normalized_input: 1006000,1243000,1190000,937000,
rare_rewrite_bool-eq-false: 6220000,
rare_rewrite_bool-impl-elim: 6477000,6751000,
rare_rewrite_bool-and-de-morgan: 6120000,6045000,12271000,12363000,

