1; Draft.Scratch_smt_check_7_4914; 2026-04-10 13:50:55.446;
bind: 656000,657000,741000,658000,
cong: 296000,504000,257000,214000,207000,206000,322000,150000,100000,94000,124000,
refl: 31000,87000,60000,49000,39000,31000,
symm: 513000,347000,
false: 21000,
trans: 564000,484000,579000,410000,431000,467000,
equiv1: 624000,
equiv2: 577000,573000,568000,
or_pos: 740000,810000,858000,
implies: 686000,
not_not: 602000,
parsing: 5191000,
aci_simp: 2156000,2252000,
evaluate: 482000,
subproof: 2510000,
equiv_pos2: 379000,345000,684000,421000,385000,262000,66000,
reordering: 1239000,1379000,1550000,
resolution: 341000,477000,498000,616000,758000,521000,562000,632000,758000,908000,838000,514000,627000,482000,661000,817000,664000,599000,772000,635000,459000,476000,539000,505000,682000,627000,
contraction: 956000,
forall_inst: 1840000,1578000,1742000,2089000,2065000,1800000,1678000,
implies_neg1: 838000,
implies_neg2: 959000,
__local_input: 336000,
equiv_simplify: 819000,737000,754000,709000,
__normalized_input: 30597000,14771000,4683000,4430000,4015000,2466000,2181000,2102000,2361000,
rare_rewrite_eq-symm: 549000,505000,719000,
rare_rewrite_bool-impl-elim: 12368000,12154000,
rare_rewrite_bool-and-de-morgan: 11845000,12006000,

