1; Draft.Scratch_smt_check_7_3272; 2026-04-10 13:48:26.379;
bind: 227000,197000,338000,349000,321000,
cong: 116000,132000,78000,93000,205000,174000,175000,
refl: 41000,32000,
trans: 196000,179000,156000,320000,307000,346000,273000,294000,
parsing: 3236000,
aci_simp: 2014000,2034000,
and_intro: 249000,
equiv_pos2: 230000,208000,
resolution: 151000,298000,326000,482000,
miniscope_split: 547000,
__normalized_input: 1110000,1364000,1098000,898000,
rare_rewrite_eq-symm: 136000,209000,
rare_rewrite_bool-impl-elim: 12015000,
rare_rewrite_bool-impl-false1: 26771000,12252000,
rare_rewrite_bool-and-de-morgan: 6763000,11802000,

