1; Draft.Scratch_smt_check_7_31297; 2026-04-10 13:51:48.677;
bind: 211000,186000,160000,155000,
cong: 185000,171000,141000,150000,96000,95000,144000,137000,194000,77000,84000,394000,56000,71000,110000,73000,51000,54000,54000,79000,86000,88000,53000,46000,61000,
refl: 29000,
symm: 123000,
trans: 194000,247000,190000,160000,
and_neg: 533000,
and_pos: 413000,387000,461000,421000,437000,
implies: 471000,486000,
parsing: 8056000,
subproof: 2335000,1612000,
equiv_pos2: 277000,195000,565000,89000,84000,88000,
reordering: 1072000,2159000,
resolution: 691000,692000,485000,424000,634000,718000,700000,503000,511000,229000,268000,290000,830000,658000,560000,1683000,227000,213000,183000,245000,300000,337000,
contraction: 702000,653000,816000,
forall_inst: 1808000,1003000,990000,1196000,793000,717000,658000,927000,
implies_neg1: 583000,768000,
implies_neg2: 618000,525000,
__local_input: 157000,71000,40000,58000,70000,147000,
__normalized_input: 29967000,21028000,3560000,3376000,2933000,605000,825000,
rare_rewrite_eq-symm: 449000,170000,136000,

