1; Draft.Scratch_smt_check_7_7931; 2026-04-10 13:51:49.424;
bind: 716000,671000,812000,596000,
cong: 169000,165000,365000,250000,308000,367000,336000,378000,161000,177000,198000,166000,204000,91000,100000,97000,80000,119000,96000,132000,99000,184000,94000,67000,
refl: 34000,38000,25000,19000,
symm: 267000,150000,
trans: 616000,590000,
or_pos: 813000,
implies: 921000,
parsing: 3681000,
subproof: 3535000,
equiv_pos2: 470000,427000,375000,104000,197000,
reordering: 1469000,
resolution: 520000,632000,731000,691000,722000,562000,1241000,1189000,716000,605000,
contraction: 1316000,
forall_inst: 1163000,
implies_neg1: 690000,
implies_neg2: 1322000,
__local_input: 237000,
__normalized_input: 30841000,13750000,13444000,782000,809000,752000,
rare_rewrite_bool-impl-elim: 12127000,6775000,

