1; Draft.Scratch_smt_check_7_18352; 2026-04-10 13:49:19.592;
bind: 289000,281000,298000,276000,
cong: 133000,114000,58000,131000,120000,53000,224000,147000,
refl: 53000,46000,53000,45000,
symm: 125000,116000,
false: 13000,
trans: 125000,254000,191000,243000,187000,130000,
equiv2: 144000,156000,
or_pos: 262000,
implies: 233000,
not_not: 150000,
parsing: 5694000,
evaluate: 249000,
not_symm: 100000,
subproof: 1181000,
equiv_pos1: 54000,
equiv_pos2: 172000,176000,274000,37000,
reordering: 299000,285000,
resolution: 128000,170000,186000,221000,229000,241000,309000,326000,403000,397000,230000,324000,223000,181000,225000,
contraction: 365000,
forall_inst: 812000,746000,
implies_neg1: 300000,
implies_neg2: 305000,
__local_input: 133000,
equiv_simplify: 216000,231000,
__normalized_input: 8054000,7891000,756000,1033000,1228000,
rare_rewrite_eq-symm: 108000,100000,186000,116000,
rare_rewrite_bool-impl-elim: 6193000,6605000,
rare_rewrite_bool-double-not-elim: 119000,121000,

