1; Draft.Scratch_smt_check_7_20275; 2026-04-10 13:45:44.927;
bind: 255000,435000,416000,253000,432000,
cong: 144000,110000,140000,408000,218000,260000,235000,148000,128000,284000,282000,221000,172000,
refl: 29000,109000,27000,29000,25000,177000,47000,177000,
trans: 199000,143000,162000,136000,148000,348000,293000,307000,276000,303000,261000,209000,165000,184000,162000,171000,380000,289000,289000,244000,301000,
choice: 43000,81000,
or_neg: 138000,166000,224000,154000,282000,335000,265000,
or_pos: 656000,460000,
implies: 327000,
parsing: 42085000,
aci_simp: 1008000,971000,1379000,1113000,1048000,968000,2322000,1979000,1794000,
subproof: 3066000,
equiv_pos2: 187000,140000,674000,326000,299000,356000,
reordering: 242000,998000,443000,641000,
resolution: 323000,277000,289000,172000,179000,299000,322000,182000,310000,345000,412000,357000,565000,571000,678000,868000,565000,433000,
sko_forall: 4101000,
contraction: 271000,503000,571000,
forall_inst: 1772000,1412000,
implies_neg1: 514000,
implies_neg2: 460000,
__local_input: 196000,
__normalized_input: 2690000,2456000,767000,793000,900000,4600000,
rare_rewrite_bool-impl-elim: 7025000,7270000,12105000,19875000,
rare_rewrite_bool-and-de-morgan: 6857000,6943000,6679000,6847000,6707000,18733000,12097000,12217000,
rare_rewrite_bool-double-not-elim: 81000,154000,

