1; Draft.Scratch_smt_check_7_31220; 2026-04-10 13:44:03.907;
bind: 373000,294000,299000,431000,298000,
cong: 148000,262000,166000,140000,160000,107000,204000,218000,216000,226000,222000,
refl: 34000,66000,184000,98000,
symm: 134000,
trans: 351000,355000,255000,291000,237000,299000,238000,279000,244000,
equiv1: 413000,
parsing: 14899000,
aci_simp: 2130000,1948000,1950000,
equiv_pos2: 103000,62000,252000,2684000,286000,
reordering: 865000,
resolution: 372000,327000,314000,437000,363000,452000,486000,
forall_inst: 1554000,
connective_def: 433000,
miniscope_split: 452000,
__normalized_input: 1753000,4436000,1507000,757000,4483000,869000,
rare_rewrite_bool-eq-false: 12339000,
rare_rewrite_bool-impl-elim: 24620000,
rare_rewrite_bool-and-de-morgan: 15603000,24326000,
rare_rewrite_bool-double-not-elim: 189000,238000,

