1; Draft.Scratch_smt_check_7_1777; 2026-04-10 13:47:10.404;
bind: 475000,370000,333000,662000,
cong: 212000,190000,328000,
refl: 66000,48000,84000,
trans: 268000,277000,224000,235000,420000,431000,
or_pos: 347000,383000,418000,229000,441000,499000,
implies: 12577000,
parsing: 44769000,
aci_simp: 1132000,1073000,2232000,
subproof: 3747000,
equiv_pos2: 332000,118000,56000,147000,132000,265000,127000,212000,132000,550000,
reordering: 432000,223000,578000,534000,484000,474000,653000,725000,325000,735000,464000,736000,
resolution: 258000,386000,219000,252000,261000,377000,355000,226000,223000,162000,180000,314000,378000,294000,381000,203000,232000,192000,292000,369000,324000,205000,303000,201000,234000,298000,235000,240000,237000,1310000,1306000,676000,529000,
contraction: 1303000,
forall_inst: 1083000,933000,785000,712000,978000,976000,803000,802000,977000,902000,824000,823000,885000,1975000,
implies_neg1: 1068000,
implies_neg2: 1319000,
__local_input: 198000,
__normalized_input: 3917000,3344000,3558000,3204000,2348000,1243000,1442000,1267000,1272000,
rare_rewrite_bool-impl-elim: 6177000,6421000,6176000,11796000,
rare_rewrite_bool-and-de-morgan: 6062000,5977000,11598000,

