1; Draft.Scratch_smt_check_7_31703; 2026-04-10 13:49:16.241;
bind: 164000,217000,169000,175000,
cong: 89000,55000,89000,61000,150000,83000,47000,80000,73000,72000,83000,65000,74000,48000,
refl: 28000,28000,28000,25000,
symm: 99000,112000,156000,
false: 18000,
trans: 133000,152000,138000,123000,135000,135000,95000,166000,
equiv2: 113000,199000,
implies: 141000,
not_not: 129000,
parsing: 4203000,
evaluate: 182000,252000,
subproof: 1136000,
equiv_pos2: 88000,96000,130000,79000,89000,30000,74000,60000,38000,
resolution: 150000,187000,174000,189000,237000,260000,281000,295000,208000,311000,198000,163000,216000,177000,230000,187000,204000,214000,217000,
contraction: 244000,
forall_inst: 733000,789000,765000,
implies_neg1: 196000,
implies_neg2: 182000,
__local_input: 161000,
equiv_simplify: 193000,257000,
__normalized_input: 21582000,3888000,3855000,1072000,582000,788000,
rare_rewrite_eq-refl: 77000,
rare_rewrite_eq-symm: 129000,98000,146000,117000,128000,138000,122000,137000,
rare_rewrite_bool-eq-false: 7032000,
rare_rewrite_bool-double-not-elim: 103000,

