1; Draft.Scratch_smt_check_7_9036; 2026-04-10 13:51:39.739;
bind: 353000,292000,286000,249000,
cong: 82000,94000,59000,131000,90000,74000,98000,80000,95000,
refl: 91000,77000,20000,31000,83000,80000,
symm: 235000,153000,227000,
trans: 229000,263000,208000,219000,234000,269000,
or_pos: 287000,
implies: 250000,
parsing: 1832000,
not_symm: 147000,
subproof: 1625000,
equiv_pos2: 154000,87000,54000,73000,142000,
reordering: 365000,
resolution: 274000,376000,290000,261000,221000,382000,351000,401000,428000,282000,338000,
contraction: 364000,
forall_inst: 887000,
implies_neg1: 368000,
implies_neg2: 345000,
__local_input: 336000,
__normalized_input: 9798000,1142000,971000,977000,940000,
rare_rewrite_eq-symm: 166000,157000,211000,161000,167000,
rare_rewrite_bool-impl-elim: 8760000,7115000,

