1; Draft.Scratch_smt_check_7_21656; 2026-04-10 13:46:45.383;
bind: 810000,503000,547000,501000,
cong: 235000,215000,
trans: 859000,459000,
or_pos: 815000,
implies: 995000,
parsing: 7931000,
subproof: 2694000,
equiv_pos2: 348000,339000,
reordering: 1831000,
resolution: 452000,742000,682000,1268000,1162000,587000,396000,
contraction: 1412000,
forall_inst: 1749000,
implies_neg1: 1246000,
implies_neg2: 1726000,
__local_input: 112000,
__normalized_input: 2949000,2871000,1872000,
rare_rewrite_eq-symm: 309000,268000,
rare_rewrite_bool-impl-elim: 6909000,6860000,

