1; Draft.Scratch_smt_check_7_16889; 2026-04-10 13:47:09.233;
bind: 556000,513000,366000,
cong: 274000,145000,120000,143000,92000,139000,93000,107000,112000,141000,184000,
refl: 66000,25000,28000,32000,
symm: 195000,248000,356000,
false: 17000,
trans: 212000,332000,456000,257000,382000,170000,160000,
choice: 91000,
equiv1: 255000,
equiv2: 214000,287000,229000,
or_neg: 300000,
or_pos: 487000,
not_not: 280000,233000,
parsing: 10422000,
evaluate: 375000,
equiv_pos2: 438000,155000,228000,65000,
reordering: 715000,
resolution: 196000,277000,305000,314000,330000,294000,292000,524000,441000,438000,542000,301000,302000,469000,409000,394000,409000,
sko_forall: 2100000,
forall_inst: 1360000,1314000,1547000,1411000,
equiv_simplify: 352000,498000,400000,358000,
__normalized_input: 14531000,10923000,7899000,2248000,2154000,2004000,1937000,1120000,
rare_rewrite_eq-symm: 405000,
rare_rewrite_bool-impl-elim: 12523000,12029000,

