1; Draft.Scratch_smt_check_7_8587; 2026-04-10 13:45:30.787;
bind: 278000,253000,478000,285000,450000,
cong: 79000,97000,133000,93000,98000,118000,163000,194000,252000,
refl: 26000,84000,
trans: 246000,200000,223000,348000,371000,
choice: 77000,
equiv1: 220000,
or_neg: 147000,183000,219000,164000,
or_pos: 440000,370000,
implies: 140000,290000,
parsing: 15679000,
aci_simp: 1145000,2054000,
subproof: 1092000,2782000,
equiv_pos2: 150000,65000,93000,94000,97000,98000,343000,267000,
not_equiv1: 126000,125000,
not_equiv2: 120000,
reordering: 212000,596000,369000,
resolution: 229000,292000,190000,144000,183000,248000,248000,219000,270000,269000,214000,219000,301000,259000,265000,271000,369000,317000,616000,592000,347000,470000,
sko_forall: 1110000,
contraction: 210000,205000,212000,509000,
forall_inst: 1668000,1347000,
implies_neg1: 135000,406000,
implies_neg2: 180000,344000,
__local_input: 47000,190000,
connective_def: 202000,
__normalized_input: 3122000,2254000,1818000,2283000,
rare_rewrite_bool-impl-elim: 6462000,12346000,
rare_rewrite_bool-impl-false1: 12097000,12985000,
rare_rewrite_bool-and-de-morgan: 6740000,26701000,
rare_rewrite_bool-double-not-elim: 104000,138000,

